"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf";"mediaLimSup";"stdOrig";"stdRed";"stdLimInf";"stdLimSup";"chi2_lower";"chi2_upper";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_Test";"T_p_valor";"Welch_Test";"Welch_p_valor";"F_Test";"F_p_valor";"Wilcoxon_Test";"Wilcoxon_p_valor"
"831";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;175;1805,138;1776,271;1,96;91,837;1713,301;1896,975;1047,747;1000,921;986,583;1117,057;562,789;438,998;0,032;0,05;-1,632;-1,612;80,716;0,126;0,997;0,095;0,926;0;0;0,943;0,784;2754,5;0,629
"832";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;176;1805,138;1776,271;1,96;91,837;1713,301;1896,975;1047,747;1000,921;986,583;1117,057;562,789;438,998;0,032;0,05;-1,632;-1,612;80,716;0,126;0,997;0,095;0,926;0;0;0,943;0,784;2754,5;0,629
"833";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;178;1805,138;1776,271;1,96;91,837;1713,301;1896,975;1047,747;1000,921;986,583;1117,057;562,789;438,998;0,032;0,05;-1,632;-1,612;80,716;0,126;0,997;0,095;0,926;0;0;0,943;0,784;2754,5;0,629
"834";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;183;1,756;1,499;1,96;0,092;1,664;1,848;1,055;0,866;0,993;1,125;562,789;438,998;0,928;1,157;0,033;-0,66;0,356;0,198;0,818;0,969;0,352;0;0;1,15;0,86;3176;0,707
"835";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;188;50,81;41,746;1,96;6,374;44,436;57,184;72,722;59,629;68,477;77,533;562,789;438,998;1,024;0,638;-0,014;-1,098;11,959;0,146;0,982;0,496;0,629;0;0;1,353;0,598;2759,5;0,635
"836";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;190;391,538;396,579;1,96;9,77;381,768;401,308;111,463;104,726;104,956;118,837;562,789;438,998;0,259;0,084;-1,515;-1,432;14,416;0,13;0,995;-0,158;0,877;0;0;0,993;0,878;2648;0,488
"837";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;191;80,194;81,775;1,96;3,974;76,22;84,168;45,334;48,498;42,688;48,333;562,789;438,998;-0,021;0,111;-1,377;-1,314;4,986;0,112;1;-0,107;0,917;0;0;0,983;0,859;2981;0,971
"838";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;196;53,506;52,572;1,96;0,952;52,554;54,458;10,866;10,625;10,232;11,585;562,789;438,998;-0,337;-0,096;-0,8;-1,004;1,741;0,169;0,934;0,288;0,778;0;0;1,025;0,934;2969,5;0,953
"839";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;204;1862,796;1859,197;1,96;21,068;1841,728;1883,864;240,356;262,274;226,325;256,256;562,789;438,998;0,507;0,606;0,026;-0,688;52,912;0,204;0,791;0,045;0,965;0;0;0,763;0,429;3082,5;0,871
"840";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;205;102,812;102,934;1,96;4,034;98,778;106,846;46,021;47,515;43,335;49,066;562,789;438,998;0,344;0,356;-0,941;-0,897;5,074;0,126;0,997;-0,008;0,993;0;0;0,767;0,437;2755;0,629
"841";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;206;11,536;12,183;1,96;0,933;10,603;12,469;10,643;11,646;10,022;11,347;562,789;438,998;0,326;0,294;-1,292;-1,302;1,327;0,11;1;-0,183;0,858;0;0;0,748;0,401;2744;0,613
"842";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;207;0,954;0,86;1,96;0,25;0,704;1,204;2,852;3,038;2,686;3,041;562,789;438,998;0,359;0,212;-0,726;-0,803;0,263;0,061;1;0,101;0,921;0;0;0,771;0,446;2800;0,69
"843";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;209;254,796;260,988;1,96;9,197;245,599;263,993;104,921;107,694;98,797;111,862;562,789;438,998;-0,353;-0,533;-1,364;-1,391;12,57;0,232;0,645;-0,189;0,854;0;0;0,912;0,724;2618,5;0,452
"844";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;211;192,918;202,571;1,96;7,753;185,165;200,671;88,449;82,975;83,286;94,301;562,789;438,998;0,386;-0,029;-0,728;-0,838;16,814;0,196;0,828;-0,381;0,71;0;0;1,028;0,941;2535;0,359
"845";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;215;368,59;300,886;1,96;40,558;328,032;409,148;462,714;372,385;435,703;493,324;562,789;438,998;1,381;1,39;0,54;0,405;75,909;0,17;0,93;0,593;0,564;0;0;1,394;0,556;3309;0,542
"846";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;216;46,422;42,686;1,96;4,592;41,83;51,014;52,387;41,941;49,328;55,852;562,789;438,998;1,326;1,121;0,786;0,239;8,725;0,201;0,803;0,29;0,776;0;0;1,277;0,686;3122;0,81
"847";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;217;197,01;211,825;1,96;19,031;177,979;216,041;217,115;253,892;204,44;231,477;562,789;438,998;1,022;1,197;-0,465;-0,106;31,351;0,148;0,979;-0,192;0,851;0;0;0,848;0,596;3323;0,524
"848";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;220;28,932;27,554;1,96;1,352;27,58;30,284;15,426;14,954;14,525;16,446;562,789;438,998;0,581;0,937;-0,239;0,652;2,502;0,174;0,918;0,302;0,768;0;0;0,76;0,424;3157;0,757
"849";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;222;218,206;212,56;1,96;16,112;202,094;234,318;183,812;184,402;173,082;195,971;562,789;438,998;0,924;1,231;-0,26;1,18;38,49;0,16;0,957;0,1;0,922;0;0;0,805;0,511;3243,5;0,631
"850";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;227;1481,362;1551,278;1,96;56,669;1424,693;1538,031;646,524;724,537;608,782;689,292;562,789;438,998;0,969;0,972;-0,081;-0,247;81,609;0,19;0,857;-0,317;0,757;0;0;0,702;0,316;2593,5;0,423
"851";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;228;122,152;127,945;1,96;3,942;118,21;126,094;44,969;51,362;42,344;47,944;562,789;438,998;1,175;1,134;0,379;-0,009;6,889;0,136;0,992;-0,371;0,718;0;0;0,664;0,252;2586,5;0,415
"852";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;229;2617,74;2658,34;1,96;39,538;2578,202;2657,278;451,081;415,733;424,748;480,92;562,789;438,998;0,485;-0,239;-0,536;-1,035;109,346;0,221;0,703;-0,32;0,755;0;0;1,076;0,976;2736,5;0,604
"853";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;230;19,818;19,765;1,96;0,436;19,382;20,254;4,972;5,273;4,681;5,3;562,789;438,998;-0,089;0,095;-1,013;-0,754;1,293;0,156;0,965;0,033;0,974;0;0;0,984;0,86;3176;0,728
"854";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;237;547,842;528,66;1,96;11,095;536,747;558,937;126,581;123,143;119,192;134,955;562,789;438,998;1,323;1,264;0,855;0,375;26,917;0,268;0,457;0,511;0,619;0;0;1,006;0,901;3513,5;0,311
"855";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;238;90,568;92,832;1,96;1,744;88,824;92,312;19,902;21,436;18,74;21,218;562,789;438,998;-0,611;-0,509;-0,551;-0,747;3,31;0,173;0,922;-0,347;0,735;0;0;0,888;0,676;2699;0,553
"856";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;239;174,746;178,812;1,96;3,274;171,472;178,02;37,351;40,823;35,171;39,822;562,789;438,998;-0,194;-0,096;-0,925;-1,153;6,047;0,161;0,956;-0,327;0,749;0;0;0,836;0,574;2735,5;0,602
"857";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;240;177,14;170,082;1,96;8,854;168,286;185,994;101,017;78,859;95,12;107,699;562,789;438,998;1,068;0,836;0,418;0,251;20,555;0,223;0,692;0,292;0,776;0;0;1,229;0,747;2586;0,414
"858";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;241;16,7;16,789;1,96;0,39;16,31;17,09;4,451;4,411;4,191;4,746;562,789;438,998;0,261;0,593;-0,634;-0,608;0,707;0,084;1;-0,066;0,948;0;0;0,85;0,601;2970;0,953
"859";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;242;70,164;67,501;1,96;3,502;66,662;73,666;39,958;31,446;37,626;42,601;562,789;438,998;1,053;0,855;0,388;0,274;7,84;0,192;0,848;0,276;0,787;0;0;1,185;0,808;2615;0,448
"860";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;243;38,59;40,646;1,96;2,7;35,89;41,29;30,806;29,577;29,007;32,843;562,789;438,998;-0,527;-0,532;-1,333;-1,327;3,489;0,1;1;-0,228;0,824;0;0;1,027;0,939;2767;0,646
"861";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;244;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;3000;NA
"862";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;245;556,754;566,475;1,96;7,35;549,404;564,104;83,85;79,85;78,955;89,397;562,789;438,998;-0,256;-0,705;-0,663;-0,594;15,559;0,19;0,855;-0,399;0,697;0;0;1,161;0,843;2450;0,278
"863";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;246;752,958;746,352;1,96;23,461;729,497;776,419;267,658;270,548;252,033;285,364;562,789;438,998;0,016;0,018;-1,475;-1,518;17,229;0,14;0,988;0,08;0,938;0;0;0,931;0,761;3244;0,631
"864";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;247;268,338;273,538;1,96;6,498;261,84;274,836;74,132;77,786;69,804;79,035;562,789;438,998;-0,17;-0,16;-1,62;-1,633;7,814;0,182;0,89;-0,22;0,83;0;0;0,884;0,669;2736,5;0,604
"865";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;248;10,082;10,276;1,96;0,259;9,823;10,341;2,958;2,89;2,786;3,154;562,789;438,998;-0,413;-0,311;-1,344;-1,433;0,332;0,074;1;-0,22;0,829;0;0;1,061;0,998;2893,5;0,832
"866";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;249;6,64;6,45;1,96;0,203;6,437;6,843;2,313;2,066;2,178;2,466;562,789;438,998;0,347;-0,172;-0,078;0,251;0,517;0,092;1;0,301;0,769;0;0;0,898;0,696;2857,5;0,777
"867";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;251;51,58;52,015;1,96;2,158;49,422;53,738;24,626;23,125;23,188;26,255;562,789;438,998;0,08;-0,003;-1,4;-1,262;2,452;0,133;0,994;-0,062;0,952;0;0;1,048;0,975;2627,5;0,462
"868";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;252;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;3000;NA
"869";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;253;76,38;77,595;1,96;3,866;72,514;80,246;44,105;46,885;41,531;47,023;562,789;438,998;-0,021;0,085;-1,466;-1,413;4,981;0,106;1;-0,085;0,934;0;0;0,977;0,848;2998;0,998
"870";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;254;51,328;52,38;1,96;6,598;44,73;57,926;75,279;78,831;70,885;80,259;562,789;438,998;1,562;1,516;0,745;0,45;4,466;0,187;0,867;-0,044;0,966;0;0;0,673;0,265;2755;0,625
"871";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;255;121,67;126,656;1,96;9,56;112,11;131,23;109,071;104,349;102,704;116,286;562,789;438,998;1,063;0,732;-0,209;-0,904;14,073;0,112;1;-0,157;0,878;0;0;0,881;0,663;2752,5;0,626
"872";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;257;638,082;653,325;1,96;31,084;606,998;669,166;354,634;376,814;333,932;378,093;562,789;438,998;-0,061;0,053;-1,354;-1,279;35,506;0,112;1;-0,133;0,897;0;0;0,998;0,887;2975,5;0,962
"873";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;259;88,858;91,031;1,96;1,341;87,517;90,199;15,303;18,966;14,41;16,315;562,789;438,998;1,6;1,459;1,388;0,652;2,955;0,125;0,997;-0,377;0,713;0;0;0,815;0,531;3043,5;0,932
"874";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;261;18,084;18,547;1,96;0,481;17,603;18,565;5,488;4,805;5,168;5,851;562,789;438,998;-0,559;-0,455;-1,024;-1,365;0,82;0,076;1;-0,315;0,758;0;0;1,292;0,667;2815;0,714
"875";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;262;86,182;83,864;1,96;3,825;82,357;90,007;43,64;38,645;41,092;46,527;562,789;438,998;0,784;0,771;-0,747;-0,891;5,141;0,14;0,988;0,196;0,848;0;0;1,143;0,87;2762,5;0,64
"876";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;263;0,176;0,165;1,96;0,039;0,137;0,215;0,439;0,371;0,414;0,468;562,789;438,998;1,092;1,808;1,561;1,268;0,051;0,017;1;0,099;0,922;0;0;1,277;0,686;3028;0,939
"877";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;266;2462,724;2439,567;1,96;45,238;2417,486;2507,962;516,103;572,513;485,975;550,244;562,789;438,998;0,12;0,018;-0,902;-1,038;82,272;0,126;0,997;0,133;0,897;0;0;0,897;0,694;3124;0,807
"878";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;269;971,226;970,492;1,96;24,543;946,683;995,769;280,006;259,918;263,66;298,529;562,789;438,998;0,684;0,477;-0,803;-1,355;36,584;0,116;0,999;0,009;0,993;0;0;1,059;0,994;3158;0,756
"879";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;270;675,162;691,075;1,96;36,823;638,339;711,985;420,106;431,752;395,582;447,897;562,789;438,998;0,012;-0,079;-1,315;-1,316;39,808;0,176;0,91;-0,121;0,906;0;0;0,808;0,518;2692;0,544
"880";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;271;1892,556;1875,72;1,96;76,347;1816,209;1968,903;871,027;857,938;820,18;928,647;562,789;438,998;0,816;0,658;-0,728;-0,843;84,736;0,286;0,377;0,064;0,95;0;0;0,858;0,617;3045,5;0,929
"881";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;273;628,268;644,644;1,96;32,24;596,028;660,508;367,816;386,298;346,344;392,147;562,789;438,998;-0,056;-0,008;-1,597;-1,545;36,63;0,112;1;-0,139;0,892;0;0;0,97;0,835;2930,5;0,892
"882";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;275;8907,852;9094,922;1,96;224,688;8683,164;9132,54;2563,398;2623,724;2413,756;2732,971;562,789;438,998;0,486;0,343;-1,274;-1,393;359,685;0,136;0,992;-0,234;0,819;0;0;0,838;0,577;2533;0,357
"883";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;277;416,534;416,929;1,96;16,605;399,929;433,139;189,442;189,839;178,383;201,974;562,789;438,998;-0,739;-0,737;-1,013;-1,054;8,302;0,08;1;-0,007;0,995;0;0;0,989;0,87;2976;0,963
"884";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;278;252,35;270,344;1,96;6,405;245,945;258,755;73,078;76,854;68,812;77,912;562,789;438,998;-0,212;-0,84;-1,135;-0,664;24,381;0,24;0,6;-0,769;0,458;0;0;0,952;0,8;2564;0,39
"885";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;279;1056,604;1041,66;1,96;8,397;1048,207;1065,001;95,802;75,159;90,21;102,14;562,789;438,998;-0,013;1,033;-0,48;-0,538;39,87;0,361;0,141;0,648;0,529;0;0;1,806;0,268;3616,5;0,224
"886";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;280;4,224;3,582;1,96;0,081;4,143;4,305;0,924;0,761;0,87;0,985;562,789;438,998;0,425;1,627;0,172;2,922;0,67;0,328;0,225;2,752;0,018;0;0;1,086;0,961;4128,5;0,017
"887";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;281;94,32;94,126;1,96;1,154;93,166;95,474;13,17;12,228;12,401;14,041;562,789;438,998;0,515;0,4;-1,158;-1,456;1,424;0,079;1;0,052;0,959;0;0;1,029;0,943;2928,5;0,888
"888";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;283;125,332;146,071;1,96;10,472;114,86;135,804;119,468;141,715;112,494;127,372;562,789;438,998;1,45;1,038;1,987;-0,258;28,462;0,156;0,965;-0,482;0,639;0;0;0,726;0,36;2735;0,601
"889";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;284;15,368;13,806;1,96;0,869;14,499;16,237;9,918;8,858;9,339;10,575;562,789;438,998;0,571;1,12;-0,838;-0,075;2,259;0,18;0,896;0,577;0,575;0;0;1,173;0,824;3411,5;0,417
"890";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;285;32955,448;32783,688;1,96;236,674;32718,774;33192,122;2700,151;2723,111;2542,526;2878,771;562,789;438,998;-0,488;-0,481;-0,846;-1,088;433,856;0,143;0,985;0,207;0,84;0;0;0,886;0,673;3259,5;0,609
"891";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;286;53,02;51,272;1,96;1,771;51,249;54,791;20,206;18,702;19,026;21,542;562,789;438,998;1,023;0,916;0,123;-0,339;3,339;0,178;0,904;0,306;0,765;0;0;1,036;0,955;3493;0,331
"892";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;287;834,2;822,355;1,96;14,905;819,295;849,105;170,042;157,415;160,115;181,29;562,789;438,998;-0,308;0,348;-0,422;-1,274;48,131;0,185;0,878;0,246;0,81;0;0;1,204;0,782;3083,5;0,87
"893";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;288;11788,832;11825,242;1,96;198,914;11589,918;11987,746;2269,357;2184,21;2136,88;2419,479;562,789;438,998;-0,096;-0,172;-0,744;-0,755;208,129;0,111;1;-0,055;0,957;0;0;1,031;0,947;2761;0,638
"894";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;290;1009,614;1023,036;1,96;27,344;982,27;1036,958;311,956;305,086;293,746;332,593;562,789;438,998;-0,315;-0,452;-0,806;-0,901;37,223;0,146;0,981;-0,144;0,888;0;0;1,065;0,995;2797;0,689
"895";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;291;909,362;943,677;1,96;18,394;890,968;927,756;209,854;205,401;197,603;223,736;562,789;438,998;0,289;0,407;-1,496;-1,653;39,255;0,234;0,633;-0,548;0,594;0;0;1,107;0,926;2797,5;0,69
"896";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;294;257,652;260,427;1,96;5,301;252,351;262,953;60,474;61,491;56,943;64,474;562,789;438,998;-0,126;-0,206;-1,346;-1,321;5,333;0,096;1;-0,148;0,885;0;0;0,862;0,624;2633,5;0,47
"897";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;295;108,25;109,221;1,96;1,533;106,717;109,783;17,488;17,665;16,467;18,645;562,789;438,998;-0,238;-0,338;-1,634;-1,594;1,466;0,136;0,992;-0,18;0,86;0;0;0,887;0,675;2563,5;0,389
"898";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;296;50,676;50,364;1,96;0,584;50,092;51,26;6,662;5,66;6,273;7,102;562,789;438,998;1,046;1,075;-0,014;-0,274;1,305;0,125;0,997;0,18;0,86;0;0;1,466;0,488;2909;0,858
"899";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;297;13,646;13,103;1,96;0,141;13,505;13,787;1,61;1,569;1,516;1,717;562,789;438,998;-0,242;-0,754;-0,038;-0,316;0,551;0,12;0,999;1,135;0,279;0;0;1,159;0,847;3281;0,572
"900";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;301;49,384;50,686;1,96;1,666;47,718;51,05;19,004;21,097;17,894;20,261;562,789;438,998;0,596;0,937;-0,631;0,11;2,771;0,081;1;-0,203;0,843;0;0;0,765;0,434;3123;0,809
"901";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;320;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;3000;NA
"902";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;121;134,252;132,081;1,96;5,626;128,626;139,878;64,182;63,699;60,435;68,428;562,789;438,998;1,168;1,235;0,06;0,03;5,401;0,116;0,999;0,112;0,913;0;0;1,025;0,936;3059,5;0,907
"903";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;122;19,862;19,685;1,96;0,773;19,089;20,635;8,822;8,537;8,307;9,405;562,789;438,998;1,066;1,137;-0,024;-0,087;0,883;0,102;1;0,068;0,947;0;0;1,101;0,935;2889;0,827
"904";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;123;179,072;183,754;1,96;10,64;168,432;189,712;121,384;109,357;114,298;129,414;562,789;438,998;0,303;-0,139;-0,911;-1,416;22,767;0,176;0,91;-0,14;0,891;0;0;1,078;0,974;2614;0,447
"905";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;120;30,098;30,454;1,96;1,168;28,93;31,266;13,327;12,174;12,549;14,209;562,789;438,998;0,597;0,38;-0,145;-0,776;1,948;0,115;0,999;-0,096;0,925;0;0;1,051;0,981;2669,5;0,515
"906";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;125;111,564;125,16;1,96;7,406;104,158;118,97;84,49;100,738;79,558;90,08;562,789;438,998;0,726;0,872;-0,17;-0,337;16,154;0,163;0,949;-0,444;0,665;0;0;0,854;0,61;2798,5;0,691
"907";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;197;26,124;25,345;1,96;1,428;24,696;27,552;16,294;13,945;15,343;17,372;562,789;438,998;1,455;1,203;0,652;-0,12;1,772;0,124;0,998;0,183;0,858;0;0;1,186;0,806;2718,5;0,574
"908";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;198;40,51;40,224;1,96;0,767;39,743;41,277;8,746;8,273;8,235;9,324;562,789;438,998;0,572;0,696;-0,965;-0,544;1,412;0,15;0,976;0,113;0,912;0;0;0,762;0,428;3006,5;0,991
"909";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;130;139,992;136,82;1,96;5,115;134,877;145,107;58,354;49,525;54,948;62,214;562,789;438,998;1,173;0,58;1,829;-0,016;9,382;0,111;1;0,209;0,838;0;0;1,025;0,935;2738,5;0,606
"910";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;201;16,738;16,696;1,96;0,434;16,304;17,172;4,952;5,028;4,663;5,279;562,789;438,998;0,045;0,072;-0,703;-0,996;0,588;0,063;1;0,028;0,979;0;0;1,01;0,908;2890;0,828
"911";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;129;348,278;342,155;1,96;12,42;335,858;360,698;141,691;124,723;133,42;151,064;562,789;438,998;1,005;0,488;1,406;-0,236;21,514;0,094;1;0,161;0,875;0;0;0,977;0,847;2754;0,628
"912";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;202;7,896;8,015;1,96;0,206;7,69;8,102;2,347;2,499;2,21;2,502;562,789;438,998;0,022;0,02;-0,636;-0,972;0,246;0,089;1;-0,156;0,878;0;0;0,945;0,788;2755,5;0,624
"913";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;203;7,814;7,821;1,96;0,206;7,608;8,02;2,354;2,462;2,216;2,509;562,789;438,998;-0,004;-0,138;-0,76;-1,044;0,413;0,089;1;-0,009;0,993;0;0;0,925;0,749;2901,5;0,845
"914";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;37;699,392;684,523;1,96;15,251;684,141;714,643;173,994;180,345;163,837;185,504;562,789;438,998;1,318;1,396;0,561;0,625;24,544;0,172;0,923;0,271;0,791;0;0;0,898;0,697;3552,5;0,276
"915";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;38;789,96;777,151;1,96;15,843;774,117;805,803;180,75;188,549;170,198;192,707;562,789;438,998;1,384;1,487;0,611;0,724;25,407;0,175;0,913;0,223;0,827;0;0;0,896;0,692;3488,5;0,335
"916";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;39;964,678;956;1,96;17,748;946,93;982,426;202,478;211,579;190,658;215,872;562,789;438,998;1,366;1,483;0,488;0,556;31,926;0,291;0,354;0,135;0,895;0;0;0,908;0,717;3344,5;0,497
"917";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;40;1141,842;1126,179;1,96;19,331;1122,511;1161,173;220,537;228,825;207,663;235,126;562,789;438,998;0,626;1,013;-0,835;-0,411;41,616;0,204;0,791;0,225;0,826;0;0;0,921;0,74;3150,5;0,767
"918";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;42;1212,03;1193,726;1,96;20,976;1191,054;1233,006;239,308;242,461;225,338;255,138;562,789;438,998;0,415;0,806;-1,138;-0,779;43,212;0,212;0,751;0,248;0,809;0;0;0,946;0,789;3118,5;0,816
"919";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;43;1250,584;1234,081;1,96;21,146;1229,438;1271,73;241,245;242,974;227,162;257,204;562,789;438,998;0,203;0,602;-1,086;-0,799;42,454;0,212;0,751;0,223;0,828;0;0;0,964;0,823;3134;0,792
"920";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;45;8598,39;8657,954;1,96;234,396;8363,994;8832,786;2674,157;2664,413;2518,049;2851,057;562,789;438,998;0,293;0,279;-1,091;-1,01;200,524;0,164;0,947;-0,073;0,943;0;0;0,905;0,709;2652;0,493
"921";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;46;9496,862;9551,468;1,96;226,618;9270,244;9723,48;2585,423;2583,855;2434,495;2756,453;562,789;438,998;0,481;0,485;-0,983;-0,906;197,336;0,098;1;-0,069;0,946;0;0;0,892;0,685;2682;0,531
"922";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;66;14036,574;14153,513;1,96;257,478;13779,096;14294,052;2937,491;3041,166;2766,01;3131,811;562,789;438,998;0,935;0,961;-0,513;-0,537;289,571;0,091;1;-0,126;0,902;0;0;0,825;0,551;2646,5;0,486
"923";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;75;918,448;886,286;1,96;54,753;863,695;973,201;624,659;613,548;588,194;665,981;562,789;438,998;1,122;1,232;-0,304;-0,144;51,968;0,13;0,995;0,172;0,867;0;0;1,05;0,979;3292;0,565
"924";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;292;9925,876;9954,751;1,96;167,599;9758,277;10093,475;1912,094;1832,042;1800,473;2038,583;562,789;438,998;-0,615;-0,707;-0,777;-0,754;174,217;0,111;1;-0,052;0,96;0;0;1,108;0,925;2778;0,662
"925";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;302;1862,932;1870,409;1,96;47,097;1815,835;1910,029;537,313;537,55;505,947;572,857;562,789;438,998;1,739;1,715;1,381;1,32;39,152;0,053;1;-0,046;0,964;0;0;0,82;0,542;2889;0,79
"926";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;318;110,168;113,088;1,96;3,714;106,454;113,882;42,371;47,208;39,898;45,174;562,789;438,998;0,598;0,934;-0,631;0,094;6,18;0,081;1;-0,203;0,842;0;0;0,762;0,428;3122;0,81
"927";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;131;-230,2;-231,522;1,96;13,855;-244,055;-216,345;158,063;150,536;148,836;168,52;562,789;438,998;-0,008;0,033;-1,522;-1,481;15,208;0,156;0,965;0,029;0,978;0;0;1,087;0,959;3233;0,646
"928";"VazaoIncrementalMultidimensional/";"Arvore2";3;12;306;-198,846;-199,402;1,96;13,189;-212,035;-185,657;150,468;144,243;141,685;160,422;562,789;438,998;-0,076;-0,064;-1,5;-1,446;15,46;0,164;0,947;0,013;0,99;0;0;1,08;0,97;3214;0,673
